BGC ID,Louvain cluster,closest MIBiG BGC,distance to closest MIBiG,Is_0.51_Assigned
CR18_LH180406_F_contig_34549.region001.gbk_region_1,C843211,None,0.51,Yes (No MIBiG connection)
CHL22_CC_220324_F_contig_83268.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_21091.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_74892.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CHL22_RS_220319_F_contig_17001.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CHL22_CA_220323_F_contig_12809.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
EPR_teddybear_k141_160120.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
AEO22_TC_220902_F_contig_61596.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_79784.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_111263.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_485197.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_F_contig_36683.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_18129.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_LA_220331_F_contig_1863.region001.gbk_region_1,C843211,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_S_contig_10450.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_113600.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_99480.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_RS_220319_F_contig_278.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_22859.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR18_CV180410_F_contig_4555.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_PR_220403_F_contig_37070.region001.gbk_region_1,C843209,BGC0000454.gbk_region_1,0.4,No (Directly observed)
KJ_230721_F_NODE_55876_length_2806_cov_0.888764.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_1048.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_LP_220401_F_contig_4156.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR17_FA170219_1_S_contig_23954.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR18_CV180410_S_contig_23024.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
FEN_LS_S_NODE_13727_length_3463_cov_3.136444.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_21690.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_4869.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_138092.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
EPR_teddybear_k141_755819.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_SR_220328_F_contig_42.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_6331.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CR17_BR170218_1_F_contig_11560.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_CA_220323_F_contig_45505.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
HYD22_FC_221023_F_contig_38988.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
EPR_teddybear_k141_811368.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_105244.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CR18_PX180416_S_contig_1528.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CHL22_CZ_220329_F_contig_37699.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_124987.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_40132_length_3550_cov_1.023956.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_EQ_220330_F_contig_40599.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CR18_GE180403_S_contig_10632.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_1257395.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_CA_220323_F_contig_94858.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_IS_220328_F_contig_12436.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
AEO22_BO_220829_F_contig_35308.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_34416_length_3957_cov_1.001567.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
EPR_teddybear_k141_187810.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_F_contig_35.region002.gbk_region_2,C843209,None,0.51,Yes (No MIBiG connection)
NR_230731_S_NODE_134_length_95970_cov_103.458677.region002.gbk_region_2,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_6739.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_36198.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR18_HA180403_F_contig_10103.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_20148.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_LP_220401_F_contig_77541.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_PR_220403_F_contig_40685.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_PR_220403_F_contig_23104.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_11908.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_271446.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_8193.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
HYD22_SC_221020_F_contig_71109.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_38624_length_3647_cov_0.974432.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
EPR_riftia_k141_544308.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_6878.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_45268.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR19_SG_190719_F_contig_5567.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
HYD22_FC_221023_F_contig_74495.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_117425.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_28322.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_89396_length_2006_cov_0.878659.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
HYD22_SP_221019_F_contig_8875.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_F_contig_13101.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
AEO22_CF_220902_F_contig_6.region002.gbk_region_2,C843209,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545384_k141_542505.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
FEN_LS_F_NODE_2534_length_8430_cov_3.967403.region001.gbk_region_1,C843211,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_1258_length_48222_cov_1.578355.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_90681.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR18_LB180410_F_contig_6421.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_CA_220323_F_contig_143560.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR18_LW180405_S_contig_4255.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CR18_CW180415_S_contig_18240.region001.gbk_region_1,C843210,None,0.51,Yes (No MIBiG connection)
CHL22_RS_220319_F_contig_2431.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_37927.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
AEO22_TC_220902_F_contig_23233.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
AEO22_OS_220830_F_contig_35235.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CR17_PG172224_S_contig_25947.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_80663.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR18_CH180410_F_contig_18275.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
ARG19_BJ_190227_S_contig_1429.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CR18_CV180410_S_contig_1528.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_30548.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
NR_230731_S_NODE_10542_length_3899_cov_0.776246.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR18_CH180410_S_contig_14428.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_13590.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_CZ_220329_F_contig_34440.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR17_PF170222_S_contig_20.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_13809_length_7713_cov_0.883206.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
TR_230731_F_NODE_15772_length_4135_cov_0.702345.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
TR_230731_S_NODE_6169_length_10400_cov_1.898569.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_CZ_220329_F_contig_42826.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_CN_220327_F_contig_47414.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR17_FA170219_1_S_contig_26603.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CHL22_SR_220328_F_contig_16875.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR18_CH180410_F_contig_23185.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
EPR_teddybear_k141_470783.region001.gbk_region_1,C843211,None,0.51,Yes (No MIBiG connection)
CR17_QN170220_S_contig_4485.region001.gbk_region_1,C843213,None,0.51,Yes (No MIBiG connection)
CR17_ET170220_1_S_contig_4750.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_58239.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_CR_220324_F_contig_7180.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR18_LH180406_F_contig_22432.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_6596.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
HYD22_SB_221021_F_contig_31201.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_EQ_220330_F_contig_25113.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
ISL21_GN1_210601_F_contig_3.region002.gbk_region_2,C843209,None,0.51,Yes (No MIBiG connection)
CR18_ER180415_S_contig_17040.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_126400.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_10933.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR17_PG172224_S_contig_1573.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CR17_PG172224_S_contig_1067.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CR18_LW180405_S_contig_159.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_66837.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_135869.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CR17_QN170220_S_contig_28859.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_29217.region001.gbk_region_1,C843210,None,0.51,Yes (No MIBiG connection)
CHL22_LP_220401_F_contig_48337.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
HYD22_CB_221018_F_contig_8427.region001.gbk_region_1,C843207,BGC0002037.gbk_region_1,0.31,No (Directly observed)
CR17_S14_S_contig_6571.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
AEO22_TC_220902_F_contig_28719.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_236_length_135127_cov_2.335956.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_121322.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_PR_220403_F_contig_40431.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_CA_220323_F_contig_58249.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_70773.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_16606.region001.gbk_region_1,C843211,None,0.51,Yes (No MIBiG connection)
CHL22_LR_220331_F_contig_11148.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_PJ_220330_F_contig_21257.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
AEO22_BS_220902_F_contig_96.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
AEO22_OS_220830_F_contig_523.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
FEN_BA_S_NODE_6084_length_3320_cov_3.270138.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CR17_PG172224_S_contig_9890.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_37407.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_63984.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_CA_220323_F_contig_44814.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_IS_220328_F_contig_15203.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_LA_220331_F_contig_10720.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_32923.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
FEN_LS_S_NODE_3818_length_9024_cov_4.892853.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_LP_220401_F_contig_41464.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR17_BR170218_1_S_contig_5663.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CR17_BR170218_1_F_contig_8334.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_LN_220321_F_contig_13246.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_139600.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CR18_LP180406_F_contig_38586.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_LP_220401_F_contig_79930.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
AEO22_TC_220902_F_contig_38816.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_56636.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
HYD22_SB_221021_F_contig_18866.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_LP_220401_F_contig_188.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CHL22_EQ_220330_F_contig_29532.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
AEO22_CF_220902_F_contig_12059.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
EPR_alvinella_k141_98983.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_CZ_220329_F_contig_66037.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_19182.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_3388_length_22946_cov_1.486042.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
AEO22_LB_220827_F_contig_64349.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_123992.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CR18_GE180403_S_contig_14998.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CHL22_GB_220322_F_contig_6038.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_57469.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_145505.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_49354.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CHL22_EQ_220330_F_contig_8625.region001.gbk_region_1,C843209,BGC0002494.gbk_region_1,0.08,No (Directly observed)
AEO22_TC_220902_F_contig_1914.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_39636.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_CA_220323_F_contig_195244.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_F_contig_516.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_940249.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_EQ_220330_F_contig_53373.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR18_GE180403_S_contig_7256.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR17_EP170215_S_contig_11172.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_RS_220319_F_contig_43508.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
AEO22_LB_220827_F_contig_59130.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_1415_length_44337_cov_2.365958.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR18_PX180416_S_contig_37403.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CR17_PG172224_S_contig_1138.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
AEO22_BS_220902_F_contig_2255.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
AEO22_OS_220830_F_contig_53416.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_808615.region001.gbk_region_1,C843211,None,0.51,Yes (No MIBiG connection)
EPR_riftia_k141_552810.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR18_CH180410_F_contig_16178.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_60060.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR18_CH180410_S_contig_5407.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR17_EP170215_F_contig_3971.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_32907.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_196.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
AEO22_OS_220830_F_contig_1329.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_EQ_220330_F_contig_28127.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR18_LB180410_F_contig_15672.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_7020.region001.gbk_region_1,C843209,BGC0000410.gbk_region_1,0.46,No (Directly observed)
CR17_QN170220_S_contig_254.region001.gbk_region_1,C843209,BGC0000410.gbk_region_1,0.27,No (Directly observed)
CHL22_PR_220403_F_contig_21847.region001.gbk_region_1,C843209,BGC0000410.gbk_region_1,0.28,No (Directly observed)
CHL22_PR_220403_F_contig_19123.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
AEO22_TC_220902_F_contig_26941.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR18_BC180410_contig_889.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
EPR_alvinella_k141_282447.region001.gbk_region_1,C843211,None,0.51,Yes (No MIBiG connection)
CR17_BR170218_2_S_contig_131.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
ARG19_RF_190301_S_contig_161.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CR18_LH180406_S_contig_6649.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_LR_220331_F_contig_13818.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR17_SI170217_S_contig_1442.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_S_contig_87.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
FEN_GA_F_NODE_5668_length_4315_cov_3.599765.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
HYD22_FC_221023_F_contig_24444.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR19_EP_190616_S_contig_968.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR17_PF170222_F_contig_13539.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
HYD22_FC_221023_F_contig_5887.region001.gbk_region_1,C843213,None,0.51,Yes (No MIBiG connection)
CR17_QN170220_S_contig_8458.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CHL22_IS_220328_F_contig_6525.region001.gbk_region_1,C843209,BGC0000294.gbk_region_1,0.41,No (Directly observed)
CR18_MC180404_S_contig_4031.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_18471.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_LN_220321_F_contig_8114.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CR17_EP170215_S_contig_17444.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_PR_220403_F_contig_1795.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_13854.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
FEN_GA_F_NODE_4424_length_5303_cov_4.481136.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_131855.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_76750.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CR18_CV180410_S_contig_9724.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_21598.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
AEO22_BO_220829_F_contig_38849.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CR18_LH180406_F_contig_37209.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CHL22_IS_220328_F_contig_16581.region001.gbk_region_1,C843209,BGC0000945.gbk_region_1,0.04,No (Directly observed)
CHL22_EQ_220330_F_contig_47275.region001.gbk_region_1,C843209,BGC0000945.gbk_region_1,0.34,No (Directly observed)
GUY_SRR21545382_k141_108985.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
