BGC ID,Louvain cluster,closest MIBiG BGC,distance to closest MIBiG,Is_0.51_Assigned
CHL22_LC_220316_F_contig_64207.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_LR_220331_F_contig_20348.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CR17_FA170219_1_S_contig_35093.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_238941.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_76764.region001.gbk_region_1,C9502761,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_138564.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
HYD22_SC_221020_F_contig_927.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CR17_S14_S_contig_3790.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_7082.region001.gbk_region_1,C9502753,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_1498.region001.gbk_region_1,C9502752,None,0.51,Yes (No MIBiG connection)
CHL22_LV_220331_F_contig_21058.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_LV_220331_F_contig_7718.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_10102_length_9792_cov_1.155613.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_2791408.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_115151.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CR19_HC_220127_F_contig_211.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_85341.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_CC_220324_F_contig_85569.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CR17_PG172224_S_contig_51823.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_RS_220319_F_contig_1962.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_66516.region001.gbk_region_1,C9502753,None,0.51,Yes (No MIBiG connection)
CHL22_CZ_220329_F_contig_72261.region001.gbk_region_1,C9502751,None,0.51,Yes (No MIBiG connection)
CR17_CY170214_S_contig_2291.region001.gbk_region_1,C9502753,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_F_contig_120.region001.gbk_region_1,C9502753,None,0.51,Yes (No MIBiG connection)
AEO22_LB_220827_F_contig_388.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CR18_XF180416_F_contig_10261.region001.gbk_region_1,C9502750,BGC0000683.gbk_region_1,0.5,No (Directly observed)
HYD22_CB_221018_F_contig_5.region003.gbk_region_3,C9502749,None,0.51,Yes (No MIBiG connection)
CR19_AC_190614_S_contig_1512.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CR18_LH180406_S_contig_2577.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_70343.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
NR_230731_S_NODE_12876_length_3322_cov_0.821596.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
AEO22_BO_220829_F_contig_51572.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_EQ_220330_F_contig_18696.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_GB_220322_F_contig_13208.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_CN_220327_F_contig_7355.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CR19_BR1_190716_S_contig_7727.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
AEO22_AC_220827_F_contig_34023.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_25987.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CR19_SL_190717_S_contig_624.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_110958.region001.gbk_region_1,C9502752,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_103503.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_CN_220327_F_contig_19466.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_CN_220327_F_contig_16076.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
NR_230731_S_NODE_12_length_488376_cov_8.852606.region002.gbk_region_2,C9502749,None,0.51,Yes (No MIBiG connection)
CR18_CV180410_S_contig_372.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_EQ_220330_F_contig_26444.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CR18_BW180407_F_contig_15.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_1562774.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
AEO22_BP2_220829_F_contig_756.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CR17_CY170214_S_contig_49791.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CR17_PG172224_S_contig_58864.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_87699_length_2033_cov_2.454879.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_CC_220324_F_contig_7485.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_CC_220324_F_contig_75522.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_CR_220324_F_contig_17776.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
EPR_riftia_k141_50522.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_CN_220327_F_contig_38212.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_LA_220331_F_contig_16079.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_LA_220331_F_contig_3546.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CR17_AR170220_3_S_contig_824.region001.gbk_region_1,C9502752,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_2728.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CR18_MC180404_S_contig_1063.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_LN_220321_F_contig_2288.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CR17_QH170213_1_S_contig_2161.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CR18_XF180416_S_contig_129.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CR17_SI170217_S_contig_806.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
ARG19_BJ_190227_S_contig_240.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_PJ_220330_F_contig_41938.region001.gbk_region_1,C9502749,BGC0000648.gbk_region_1,0.49,No (Directly observed)
FEN_GA_S_NODE_329_length_5119_cov_3.518957.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_GB_220322_F_contig_35834.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_CZ_220329_F_contig_74880.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_67373.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_48212.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_CR_220324_F_contig_11438.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_PR_220403_F_contig_24926.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_6586.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_SR_220328_F_contig_26811.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_CA_220323_F_contig_15280.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_44638.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
AEO22_CF_220902_F_contig_22037.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_118216.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CR17_CY170214_S_contig_21850.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CR18_PX180416_S_contig_15331.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_15993.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_375.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_62662.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_41838.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_CC_220324_F_contig_40499.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
EPR_CV4_k141_511577.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
HYD22_FR_221020_F_contig_7934.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_1506170.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_EQ_220330_F_contig_21643.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_CA_220323_F_contig_80292.region001.gbk_region_1,C9502750,BGC0001181.gbk_region_1,0.29,No (Directly observed)
CR18_SC180411_F_contig_429.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_91559.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_38981.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
FEN_GA_F_NODE_1444_length_12983_cov_5.120282.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_3494_length_22293_cov_1.242985.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CR18_LH180406_S_contig_3052.region001.gbk_region_1,C9502753,None,0.51,Yes (No MIBiG connection)
CR18_CL180409_F_contig_26277.region001.gbk_region_1,C9502753,None,0.51,Yes (No MIBiG connection)
CR17_PG172224_S_contig_23030.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_LA_220331_F_contig_12173.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_137486.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CR17_QN170220_S_contig_1150.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CR18_MC180404_S_contig_1998.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
AEO22_TC_220902_F_contig_27553.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
AEO22_TC_220902_F_contig_868.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_IS_220328_F_contig_1530.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_LA_220331_F_contig_22958.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CR18_CL180409_F_contig_28263.region001.gbk_region_1,C9502753,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_103639.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_S_contig_5386.region001.gbk_region_1,C9502755,None,0.51,Yes (No MIBiG connection)
CR18_BW180407_F_contig_41796.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CR17_BR170218_2_F_contig_7058.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CR18_CV180410_F_contig_29.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_CZ_220329_F_contig_31386.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_PJ_220330_F_contig_33715.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
AEO22_GV_220827_F_contig_12801.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_128414.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_CZ_220329_F_contig_4952.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_CR_220324_F_contig_39667.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545384_k141_605152.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CR18_BW180407_F_contig_4668.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_PR_220403_F_contig_17970.region001.gbk_region_1,C9502753,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_S_contig_9473.region001.gbk_region_1,C9502752,None,0.51,Yes (No MIBiG connection)
CR18_XF180416_S_contig_379.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
AEO22_AC_220827_F_contig_31504.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_LN_220321_F_contig_25605.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_GB_220322_F_contig_21243.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_132715.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_PJ_220330_F_contig_1704.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_CC_220324_F_contig_53661.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_942258.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_45013.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CR17_BR170218_2_S_contig_1193.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_SR_220328_F_contig_1380.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_66245.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_PJ_220330_F_contig_44202.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_CA_220323_F_contig_148190.region001.gbk_region_1,C9502751,None,0.51,Yes (No MIBiG connection)
CHL22_LP_220401_F_contig_3171.region001.gbk_region_1,C9502751,None,0.51,Yes (No MIBiG connection)
CR18_GE180403_S_contig_12589.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
TR_230731_S_NODE_359_length_58187_cov_8.400534.region001.gbk_region_1,C9502751,None,0.51,Yes (No MIBiG connection)
CHL22_LR_220331_F_contig_51107.region001.gbk_region_1,C9502751,None,0.51,Yes (No MIBiG connection)
CHL22_CR_220324_F_contig_2697.region003.gbk_region_3,C9502751,None,0.51,Yes (No MIBiG connection)
CHL22_LV_220331_F_contig_16149.region001.gbk_region_1,C9502751,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_133856.region001.gbk_region_1,C9502751,None,0.51,Yes (No MIBiG connection)
CHL22_CR_220324_F_contig_28898.region001.gbk_region_1,C9502751,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_38448.region001.gbk_region_1,C9502751,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_42656.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_70161.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_LP_220401_F_contig_59268.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
HYD22_CB_221018_F_contig_912.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
AEO22_AC_220827_F_contig_6819.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CR19_BR1_190716_S_contig_482.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_32845.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CR17_ES170215_1_F_contig_1475.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_CR_220324_F_contig_13995.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_CR_220324_F_contig_54155.region001.gbk_region_1,C9502751,None,0.51,Yes (No MIBiG connection)
CHL22_EQ_220330_F_contig_34476.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_PJ_220330_F_contig_30172.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
FEN_LS_S_NODE_7184_length_5570_cov_3.858568.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CR19_LR_190628_S_contig_10666.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_3788_length_20862_cov_1.502918.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_CN_220327_F_contig_12231.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_119362.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_103392.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
AEO22_OS_220830_F_contig_17063.region001.gbk_region_1,C9502753,None,0.51,Yes (No MIBiG connection)
CR18_BW180407_F_contig_35498.region001.gbk_region_1,C9502751,None,0.51,Yes (No MIBiG connection)
NR_230731_S_NODE_3388_length_9370_cov_0.948502.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_1823816.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_24178_length_5094_cov_1.243205.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_LA_220331_F_contig_17315.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
HYD22_TA_221020_F_contig_4456.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_1042928.region001.gbk_region_1,C9502751,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_705312.region001.gbk_region_1,C9502751,None,0.51,Yes (No MIBiG connection)
CHL22_PR_220403_F_contig_47670.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_LV_220331_F_contig_1238.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
HYD22_SC_221020_F_contig_15614.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CR17_QH170213_1_S_contig_6.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
HYD22_CB_221018_F_contig_1792.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
AEO22_TC_220902_F_contig_8148.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_GB_220322_F_contig_4620.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_CN_220327_F_contig_46935.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
ARG19_PM_190223_S_contig_1442.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
AEO22_CF_220902_F_contig_24.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_CA_220323_F_contig_70922.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_LN_220321_F_contig_1350.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_9057_length_10645_cov_1.343697.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_LN_220321_F_contig_34086.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
EPR_riftia_k141_412998.region001.gbk_region_1,C9502751,None,0.51,Yes (No MIBiG connection)
EPR_CV4_k141_43606.region001.gbk_region_1,C9502751,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_1910697.region001.gbk_region_1,C9502751,None,0.51,Yes (No MIBiG connection)
EPR_riftia_k141_290272.region001.gbk_region_1,C9502751,None,0.51,Yes (No MIBiG connection)
EPR_riftia_k141_219184.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_CC_220324_F_contig_16107.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_686366.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_54195_length_2868_cov_0.910252.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CR17_PG172224_S_contig_70961.region001.gbk_region_1,C9502752,None,0.51,Yes (No MIBiG connection)
HYD22_SC_221020_F_contig_76400.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CR18_RC180404_S_contig_37990.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
TR_230731_F_NODE_33094_length_2307_cov_0.776147.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_46203.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_CR_220324_F_contig_31674.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
HYD22_FR_221020_F_contig_15732.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_ET_220322_F_contig_5649.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_LR_220331_F_contig_38364.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
AEO22_LB_220827_F_contig_6414.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_30586.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_2371.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
EPR_riftia_k141_208644.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
HYD22_CB_221018_F_contig_240.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
EPR_teddybear_k141_407412.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CR18_MC180404_S_contig_2478.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CR18_BS180407_F_contig_11925.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
