BGC ID,Louvain cluster,closest MIBiG BGC,distance to closest MIBiG,Is_0.51_Assigned
CR17_PG172224_S_contig_821.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_1177303.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_3191535.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_LP_220401_F_contig_99091.region001.gbk_region_1,C4401116,None,0.51,Yes (No MIBiG connection)
CR18_RC180404_S_contig_29055.region001.gbk_region_1,C4401118,None,0.51,Yes (No MIBiG connection)
CR17_ET170220_1_S_contig_13783.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_30612.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
AEO22_OS_220830_F_contig_962.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_PJ_220330_F_contig_52620.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR18_CL180409_F_contig_89.region001.gbk_region_1,C4401116,BGC0001727.gbk_region_1,0.44,No (Directly observed)
GUY_SRR21545388_k141_2937941.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_EQ_220330_F_contig_16276.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CHL22_RS_220319_F_contig_5961.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
FEN_BA_S_NODE_414_length_36155_cov_9.317895.region001.gbk_region_1,C4401120,None,0.51,Yes (No MIBiG connection)
AEO22_BP2_220829_F_contig_11558.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
HYD22_SC_221020_F_contig_2125.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR19_LR_190628_S_contig_575.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR17_FA170219_1_S_contig_672.region001.gbk_region_1,C4401116,None,0.51,Yes (No MIBiG connection)
CR18_LP180406_F_contig_20819.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
HYD22_FC_221023_F_contig_6130.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
TR_230731_S_NODE_13300_length_5534_cov_2.228962.region001.gbk_region_1,C4401120,None,0.51,Yes (No MIBiG connection)
HYD22_CB_221018_F_contig_3654.region001.gbk_region_1,C4401120,None,0.51,Yes (No MIBiG connection)
AEO22_HO_220830_F_contig_52788.region001.gbk_region_1,C4401121,None,0.51,Yes (No MIBiG connection)
CR17_SI170217_S_contig_25966.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_LN_220321_F_contig_1715.region001.gbk_region_1,C4401120,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_58638.region001.gbk_region_1,C4401120,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_36111.region001.gbk_region_1,C4401120,None,0.51,Yes (No MIBiG connection)
CR18_CV180410_S_contig_1063.region001.gbk_region_1,C4401120,None,0.51,Yes (No MIBiG connection)
CHL22_CN_220327_F_contig_3982.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR18_LH180406_F_contig_39229.region001.gbk_region_1,C4401120,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_38766.region001.gbk_region_1,C4401120,None,0.51,Yes (No MIBiG connection)
CR17_EP170215_S_contig_29179.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
FEN_LS_S_NODE_457_length_38780_cov_16.592847.region001.gbk_region_1,C4401116,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_3046498.region001.gbk_region_1,C4401117,None,0.51,Yes (No MIBiG connection)
AEO22_LB_220827_F_contig_70663.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_2906033.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CHL22_CR_220324_F_contig_7128.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
HYD22_CB_221018_F_contig_35165.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_LR_220331_F_contig_53423.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
FEN_SI_1_NODE_324_length_16576_cov_11.991708.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
FEN_SI_2_NODE_2363_length_4516_cov_5.530150.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
AEO22_CF_220902_F_contig_6866.region001.gbk_region_1,C4401121,None,0.51,Yes (No MIBiG connection)
TR_230731_S_NODE_23711_length_3369_cov_4.969463.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR18_YR180404_F_contig_11615.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
AEO22_TC_220902_F_contig_1034.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_40413.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
FEN_VR_S_NODE_1167_length_8986_cov_9.065726.region001.gbk_region_1,C4401118,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_37821_length_3700_cov_1.023230.region001.gbk_region_1,C4401116,None,0.51,Yes (No MIBiG connection)
CR17_BR170218_1_F_contig_8694.region001.gbk_region_1,C4401116,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_48059_length_3123_cov_0.667557.region001.gbk_region_1,C4401116,None,0.51,Yes (No MIBiG connection)
CR17_PF170222_S_contig_13.region001.gbk_region_1,C4401119,BGC0000592.gbk_region_1,0.43,No (Directly observed)
GUY_SRR21545388_k141_2269815.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_EQ_220330_F_contig_52750.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_96725.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_TT_220331_F_contig_505.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_CC_220324_F_contig_34992.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_CR_220324_F_contig_1480.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_TT_220331_F_contig_1642.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_51684.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
HYD22_SC_221020_F_contig_942.region001.gbk_region_1,C4401116,None,0.51,Yes (No MIBiG connection)
CR18_PX180416_S_contig_4469.region001.gbk_region_1,C4401121,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_760141.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_15410.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR17_QN170220_S_contig_4499.region001.gbk_region_1,C4401116,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_1763012.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_2425734.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
ARG19_VV_190228_F_contig_2580.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR17_BR170218_2_S_contig_782.region001.gbk_region_1,C4401124,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_98586.region001.gbk_region_1,C4401124,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_9664.region001.gbk_region_1,C4401124,None,0.51,Yes (No MIBiG connection)
CR18_SC180411_S_contig_31188.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CHL22_CR_220324_F_contig_1961.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CR18_MC180404_S_contig_2845.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR17_MT170219_F_contig_15963.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_CR_220324_F_contig_6564.region001.gbk_region_1,C4401119,BGC0000593.gbk_region_1,0.48,No (Directly observed)
CR18_LE180416_S_contig_2404.region001.gbk_region_1,C4401122,None,0.51,Yes (No MIBiG connection)
TR_230731_F_NODE_441_length_39169_cov_2.756570.region001.gbk_region_1,C4401120,None,0.51,Yes (No MIBiG connection)
TR_230731_S_NODE_330_length_61458_cov_5.108689.region001.gbk_region_1,C4401120,None,0.51,Yes (No MIBiG connection)
HYD22_SC_221020_F_contig_2973.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
AEO22_HO_220830_F_contig_3785.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
AEO22_TC_220902_F_contig_26960.region001.gbk_region_1,C4401121,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_33570.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
AEO22_LB_220827_F_contig_2112.region001.gbk_region_1,C4401120,None,0.51,Yes (No MIBiG connection)
CHL22_LR_220331_F_contig_33963.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_CC_220324_F_contig_22955.region001.gbk_region_1,C4401116,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_35107.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_68047.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
EPR_mussel_k141_431083.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_CC_220324_F_contig_28862.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_90958.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR17_ET170220_1_S_contig_3155.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_33858.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR18_LP180406_F_contig_34833.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
AEO22_HO_220830_F_contig_13150.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_LN_220321_F_contig_10796.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_68740.region001.gbk_region_1,C4401120,None,0.51,Yes (No MIBiG connection)
FEN_LS_S_NODE_29307_length_2035_cov_2.539899.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
HYD22_FC_221023_F_contig_2021.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_F_contig_8271.region001.gbk_region_1,C4401120,None,0.51,Yes (No MIBiG connection)
CHL22_CR_220324_F_contig_53655.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CR18_LH180406_F_contig_4016.region001.gbk_region_1,C4401121,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_108335.region002.gbk_region_2,C4401121,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_114926.region001.gbk_region_1,C4401121,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_113147.region001.gbk_region_1,C4401117,None,0.51,Yes (No MIBiG connection)
CR18_GE180403_S_contig_1081.region001.gbk_region_1,C4401117,None,0.51,Yes (No MIBiG connection)
CR18_PS180405_S_contig_4469.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_S_contig_6177.region001.gbk_region_1,C4401116,None,0.51,Yes (No MIBiG connection)
CR18_BW180407_F_contig_1621.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CHL22_LR_220331_F_contig_36497.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_30397.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_25917_length_4850_cov_1.827228.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CHL22_PR_220403_F_contig_5015.region001.gbk_region_1,C4401120,None,0.51,Yes (No MIBiG connection)
CHL22_LA_220331_F_contig_21272.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CR18_CI180408_F_contig_3885.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CHL22_CZ_220329_F_contig_68227.region001.gbk_region_1,C4401115,BGC0003063.gbk_region_1,0.47,No (Directly observed)
TR_230731_F_NODE_18301_length_3677_cov_1.827324.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR17_PG172224_S_contig_23182.region001.gbk_region_1,C4401116,None,0.51,Yes (No MIBiG connection)
CR17_QN170220_S_contig_5744.region001.gbk_region_1,C4401116,None,0.51,Yes (No MIBiG connection)
CHL22_RS_220319_F_contig_1067.region001.gbk_region_1,C4401116,None,0.51,Yes (No MIBiG connection)
CR17_PG172224_S_contig_23198.region001.gbk_region_1,C4401117,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_105950.region001.gbk_region_1,C4401116,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_36563.region001.gbk_region_1,C4401116,None,0.51,Yes (No MIBiG connection)
AEO22_BO_220829_F_contig_1454.region001.gbk_region_1,C4401120,None,0.51,Yes (No MIBiG connection)
CHL22_TT_220331_F_contig_5010.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_CN_220327_F_contig_42099.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR17_FA170219_1_S_contig_38001.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_TT_220331_F_contig_186.region001.gbk_region_1,C4401120,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_11326.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
HYD22_SF_221019_F_contig_2836.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
HYD22_SF_221019_F_contig_2679.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
TR_230731_F_NODE_35067_length_2202_cov_8.237590.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_20984.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_49849.region001.gbk_region_1,C4401118,None,0.51,Yes (No MIBiG connection)
CHL22_CR_220324_F_contig_11086.region001.gbk_region_1,C4401118,None,0.51,Yes (No MIBiG connection)
ARG19_VV_190228_F_contig_1564.region001.gbk_region_1,C4401118,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_14441_length_7456_cov_1.274389.region001.gbk_region_1,C4401118,None,0.51,Yes (No MIBiG connection)
CHL22_CR_220324_F_contig_29344.region001.gbk_region_1,C4401118,None,0.51,Yes (No MIBiG connection)
HYD22_SP_221019_F_contig_2197.region001.gbk_region_1,C4401118,None,0.51,Yes (No MIBiG connection)
CHL22_TT_220331_F_contig_7909.region001.gbk_region_1,C4401118,None,0.51,Yes (No MIBiG connection)
CHL22_CR_220324_F_contig_8051.region001.gbk_region_1,C4401120,None,0.51,Yes (No MIBiG connection)
CHL22_TT_220331_F_contig_3462.region001.gbk_region_1,C4401120,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_25731.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CHL22_RS_220319_F_contig_67066.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
HYD22_FR_221020_F_contig_20217.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_591423.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_F_contig_14436.region001.gbk_region_1,C4401120,None,0.51,Yes (No MIBiG connection)
AEO22_OS_220830_F_contig_838.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR18_XF180416_F_contig_127.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR18_XF180416_F_contig_8872.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_F_contig_14678.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
AEO22_BO_220829_F_contig_4175.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR18_SC180411_F_contig_165.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
AEO22_OS_220830_F_contig_3.region003.gbk_region_3,C4401115,None,0.51,Yes (No MIBiG connection)
CR18_LP180406_F_contig_2544.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR18_SC180411_S_contig_1.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_82168.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR18_SC180411_F_contig_195.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
AEO22_OS_220830_F_contig_1596.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
AEO22_LB_220827_F_contig_4591.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_632_length_76258_cov_4.172019.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
ARG19_IN_190223_S_contig_22532.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_EQ_220330_F_contig_11644.region001.gbk_region_1,C4401116,None,0.51,Yes (No MIBiG connection)
CR17_ET170220_1_S_contig_736.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_F_contig_2597.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
